NOMBRE;DEPORTE;TIPO;FECHA;PAIS;LUGAR;;
;DEPORTIVO;DEPORTIVO;9/06/2015 0:00;Colombia;CALI;;
;DEPORTIVO;DEPORTIVO;9/05/2015 0:00;Colombia;CALI;;
;DEPORTIVO;DEPORTIVO;9/05/2015 0:00;Colombia;PEREIRA;;
;DEPORTIVO;DEPORTIVO;9/05/2015 0:00;Colombia;LA CALERA;;
;DEPORTIVO;DEPORTIVO;9/05/2015 0:00;Colombia;SIBATE;;
;DEPORTIVO;DEPORTIVO;9/05/2015 0:00;Turquia;ESTAMBUL;;
;DEPORTIVO;DEPORTIVO;9/04/2015 0:00;Colombia;;;
;DEPORTIVO;DEPORTIVO;9/04/2015 0:00;Usa;STOCKTON  CA;;
;CLASIFICATORIO;CLASIFICATORIO;9/04/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;9/04/2015 0:00;Colombia;YOPAL;;
;DEPORTIVO;DEPORTIVO;9/04/2015 0:00;Por Definir;POR DEFINIR;;
;DEPORTIVO;DEPORTIVO;9/03/2015 0:00;Colombia;POR DEFINIR;;
;DEPORTIVO;DEPORTIVO;9/03/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;9/02/2015 0:00;Rusia;SAN PETERSBURGO;;
;DEPORTIVO;DEPORTIVO;9/02/2015 0:00;Colombia;MARINIÃ‘Ã‘A;;
;DEPORTIVO;DEPORTIVO;9/02/2015 0:00;Colombia;IBAGUE;;
;DEPORTIVO;DEPORTIVO;9/02/2015 0:00;Italia;AREZZO;;
;DEPORTIVO;DEPORTIVO;9/01/2015 0:00;Colombia;CARTAGENA;;
;DEPORTIVO;DEPORTIVO;9/01/2015 0:00;Colombia;CARTAGENA;;
;DEPORTIVO;DEPORTIVO;9/01/2015 0:00;Argentina;ARGENTINA;;
;DEPORTIVO;DEPORTIVO;9/01/2015 0:00;Argentina;BUENOS AIRES;;
;DEPORTIVO;DEPORTIVO;9/01/2015 0:00;Rep. Dominicana;LA ROMANA;;
;DEPORTIVO;DEPORTIVO;9/01/2015 0:00;Mexico;CANCuN;;
;DEPORTIVO;DEPORTIVO;9/01/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;9/01/2015 0:00;Bolivia;POR DEFINIR;;
;DEPORTIVO;DEPORTIVO;9/01/2015 0:00;Colombia;LA CALERA;;
;DEPORTIVO;DEPORTIVO;9/01/2015 0:00;Colombia;CALI;;
;DEPORTIVO;DEPORTIVO;9/01/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;9/01/2015 0:00;Canada;ONTARIO;;
;DEPORTIVO;DEPORTIVO;9/01/2015 0:00;Singapur;SINGAPUR;;
;DEPORTIVO;DEPORTIVO;9/01/2015 0:00;Usa;LAS VEGAS;;
;DEPORTIVO;DEPORTIVO;9/01/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;9/01/2015 0:00;Colombia;BARRANQUILLA;;
;DEPORTIVO;DEPORTIVO;9/01/2015 0:00;Uzbeksitan;TASKHENT;;
;DEPORTIVO;DEPORTIVO;08/31/2015 12:00:00 AM;Salvador;SAN SALVADOR;;
;DEPORTIVO;DEPORTIVO;08/31/2015 12:00:00 AM;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;08/30/2015 12:00:00 AM;Japon;OKINAWA;;
;DEPORTIVO;DEPORTIVO;08/30/2015 12:00:00 AM;Colombia;SOPO;;
;DEPORTIVO;DEPORTIVO;08/29/2015 12:00:00 AM;Colombia;CALI;;
;DEPORTIVO;DEPORTIVO;08/29/2015 12:00:00 AM;Italia;ARCO;;
;DEPORTIVO;DEPORTIVO;08/29/2015 12:00:00 AM;Colombia;NEIVA;;
;DEPORTIVO;DEPORTIVO;08/29/2015 12:00:00 AM;Colombia;CALI;;
;;;08/28/2015 12:00:00 AM;Colombia;REGIONAL;;
;DEPORTIVO;DEPORTIVO;08/28/2015 12:00:00 AM;Colombia;MEDELLIN;;
;DEPORTIVO;DEPORTIVO;08/28/2015 12:00:00 AM;Colombia;CALI;;
;DEPORTIVO;DEPORTIVO;08/28/2015 12:00:00 AM;Korea;;;
;DEPORTIVO;DEPORTIVO;08/28/2015 12:00:00 AM;Colombia;CALI;;
;DEPORTIVO;DEPORTIVO;08/27/2015 12:00:00 AM;Colombia;MEDELLIN;;
;NACIONAL;NACIONAL;08/27/2015 12:00:00 AM;Colombia;POR ASIGNAR;;
;DEPORTIVO;DEPORTIVO;08/26/2015 12:00:00 AM;Colombia;FUNZA;;
;DEPORTIVO;DEPORTIVO;08/26/2015 12:00:00 AM;Colombia;MEDELLIN;;
;DEPORTIVO;DEPORTIVO;08/26/2015 12:00:00 AM;Belgica;TERVUREN;;
;DEPORTIVO;DEPORTIVO;08/26/2015 12:00:00 AM;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;08/26/2015 12:00:00 AM;Colombia;SOACHA;;
;;;08/25/2015 12:00:00 AM;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;08/25/2015 12:00:00 AM;Bolivia;POR DEFINIR;;
;DEPORTIVO;DEPORTIVO;08/25/2015 12:00:00 AM;EspaÃ±a;GIJON;;
;DEPORTIVO;DEPORTIVO;08/24/2015 12:00:00 AM;Cazhajtan;ASTANA;;
;DEPORTIVO;DEPORTIVO;08/24/2015 12:00:00 AM;Bosnia And Herzegovina;SARAJEVO;;
;DEPORTIVO;DEPORTIVO;08/24/2015 12:00:00 AM;Colombia;BOGOTA-CALI;;
;DEPORTIVO;DEPORTIVO;08/23/2015 12:00:00 AM;Eeuu;LAS VEGAS;;
;DEPORTIVO;DEPORTIVO;08/23/2015 12:00:00 AM;Colombia;RIOACHA;;
;DEPORTIVO;DEPORTIVO;08/23/2015 12:00:00 AM;Canada;FARNHAM;;
;DEPORTIVO;DEPORTIVO;08/22/2015 12:00:00 AM;Colombia;MONTERREY (CASANARE);;
;DEPORTIVO;DEPORTIVO;08/22/2015 12:00:00 AM;China;BEIJING;;
;DEPORTIVO;DEPORTIVO;08/21/2015 12:00:00 AM;Panama;PANAMA;;
;CONCENTRACION;CONCENTRACION;08/21/2015 12:00:00 AM;Colombia;MANIZALES;;
;DEPORTIVO;DEPORTIVO;08/21/2015 12:00:00 AM;Trinidad Y Tobago;TRINIDAD Y TOBAGO;;
;DEPORTIVO;DEPORTIVO;08/20/2015 12:00:00 AM;Colombia;FUNZA;;
;DEPORTIVO;DEPORTIVO;08/20/2015 12:00:00 AM;Colombia;CALI;;
;CONCENTRACION;CONCENTRACION;08/20/2015 12:00:00 AM;Usa;LAS VEGAS;;
;DEPORTIVO;DEPORTIVO;08/19/2015 12:00:00 AM;Colombia;POR DEFINIR;;
;DEPORTIVO;DEPORTIVO;08/19/2015 12:00:00 AM;Colombia;POPAYAN;;
;DEPORTIVO;DEPORTIVO;08/18/2015 12:00:00 AM;Canada;MILLBROOK ONT;;
;DEPORTIVO;DEPORTIVO;08/18/2015 12:00:00 AM;Italia;MILAN;;
;DEPORTIVO;DEPORTIVO;08/18/2015 12:00:00 AM;Colombia;BARRANQUILLA;;
;CONCENTRACION;CONCENTRACION;08/18/2015 12:00:00 AM;Bolivar;CARTAGENA;;
;ACADEMICO;ACADEMICO;08/17/2015 12:00:00 AM;Cau-Nar;POPAYAN;;
;DEPORTIVO;DEPORTIVO;08/17/2015 12:00:00 AM;Canada;CALGARY;;
;DEPORTIVO;DEPORTIVO;08/16/2015 12:00:00 AM;Colombia;ANTIOQUIA;;
;DEPORTIVO;DEPORTIVO;08/16/2015 12:00:00 AM;Colombia;MARINILLA;;
;DEPORTIVO;DEPORTIVO;08/16/2015 12:00:00 AM;Meta;VILLAVICENCIO;;
;NACIONAL;NACIONAL;08/15/2015 12:00:00 AM;Colombia;AGUA DE DIOS;;
;DEPORTIVO;DEPORTIVO;08/15/2015 12:00:00 AM;A Confirmar;A CONFIRMAR;;
;DEPORTIVO;DEPORTIVO;08/15/2015 12:00:00 AM;Colomba;BOGOTA;;
;;;08/15/2015 12:00:00 AM;Republica Checa;LIBEREC;;
;DEPORTIVO;DEPORTIVO;08/15/2015 12:00:00 AM;Por Definir;POR DEFINIR;;
;DEPORTIVO;DEPORTIVO;08/15/2015 12:00:00 AM;Colombia;MEDELLIN;;
;DEPORTIVO;DEPORTIVO;08/14/2015 12:00:00 AM;Colombia;BARRANQUILLA;;
;DEPORTIVO;DEPORTIVO;08/14/2015 12:00:00 AM;Colombia;MEDELLIN;;
;;;08/14/2015 12:00:00 AM;Colombia;RISARALDA;;
;DEPORTIVO;DEPORTIVO;08/14/2015 12:00:00 AM;Colombia;CALDAS;;
;DEPORTIVO;DEPORTIVO;08/14/2015 12:00:00 AM;Colombia;CALI;;
;DEPORTIVO;DEPORTIVO;08/14/2015 12:00:00 AM;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;08/14/2015 12:00:00 AM;Colombia;;;
;DEPORTIVO;DEPORTIVO;08/14/2015 12:00:00 AM;Colombia;MANIZALES;;
;DEPORTIVO;DEPORTIVO;08/14/2015 12:00:00 AM;Trinidad Y Tobago;TRINIDAD Y TOBAGO;;
;DEPORTIVO;DEPORTIVO;08/14/2015 12:00:00 AM;Colombia;CALI;;
;DEPORTIVO;DEPORTIVO;08/14/2015 12:00:00 AM;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;08/14/2015 12:00:00 AM;Colombia;CALI;;
;DEPORTIVO;DEPORTIVO;08/14/2015 12:00:00 AM;Colombia;BUCARAMANGA;;
;DEPORTIVO;DEPORTIVO;08/14/2015 12:00:00 AM;Colombia;PUERTO LOPEZ META;;
;DEPORTIVO;DEPORTIVO;08/14/2015 12:00:00 AM;Colombia;BARRANQUILLA;;
;;;08/14/2015 12:00:00 AM;Colombia;SANTA MARTA;;
;DEPORTIVO;DEPORTIVO;08/14/2015 12:00:00 AM;Brasil;SERTAOZINHO;;
;DEPORTIVO;DEPORTIVO;08/14/2015 12:00:00 AM;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;08/14/2015 12:00:00 AM;Colombia;LIGA DE SQUASH DE BOLIVAR;;
;DEPORTIVO;DEPORTIVO;08/13/2015 12:00:00 AM;Valle;POR DEFINIR;;
;DEPORTIVO;DEPORTIVO;08/13/2015 12:00:00 AM;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;08/13/2015 12:00:00 AM;Colombia;CAJICA;;
;ACADEMICO;ACADEMICO;08/13/2015 12:00:00 AM;San-Nor;CuCUTA;;
;DEPORTIVO;DEPORTIVO;8/12/2015 0:00;Turkia;ANKARA;;
;NACIONAL;NACIONAL;8/12/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;8/12/2015 0:00;Colombia;POR DEFINIR;;
;;;8/12/2015 0:00;Mexico;MERIDA;;
;DEPORTIVO;DEPORTIVO;8/12/2015 0:00;Colombia;CUCUTA;;
;DEPORTIVO;DEPORTIVO;8/11/2015 0:00;Polonia;WROCLAW;;
;DEPORTIVO;DEPORTIVO;8/11/2015 0:00;Colombia;Bogota;;
;DEPORTIVO;DEPORTIVO;8/11/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;8/10/2015 0:00;Brasil;RECIFE;;
;ACADEMICO;ACADEMICO;8/10/2015 0:00;Ant;MEDELLIN;;
;DEPORTIVO;DEPORTIVO;8/10/2015 0:00;Canada;TORONTO;;
;DEPORTIVO;DEPORTIVO;8/10/2015 0:00;Nicaragua;SIN DEFINIR;;
;DEPORTIVO;DEPORTIVO;8/09/2015 0:00;Italia;MONTE COCCO;;
;DEPORTIVO;DEPORTIVO;8/09/2015 0:00;Estados Unidos;TEXAS;;
;DEPORTIVO;DEPORTIVO;8/09/2015 0:00;Francia  EspaÃ±a  Italia;FRANCIA  ESPAÃ‘A  ITALIA;;
;DEPORTIVO;DEPORTIVO;8/09/2015 0:00;Brasil;BRASIL;;
;DEPORTIVO;DEPORTIVO;8/09/2015 0:00;Brasil;BRASIL;;
;DEPORTIVO;DEPORTIVO;8/09/2015 0:00;Brasil;BRASIL;;
;DEPORTIVO;DEPORTIVO;8/09/2015 0:00;Colombia;SINCELEJO;;
;DEPORTIVO;DEPORTIVO;8/09/2015 0:00;Indonedia;PUNKAR BOGOR;;
;DEPORTIVO;DEPORTIVO;8/09/2015 0:00;EspaÃ±a;ESPAÃ‘A;;
;DEPORTIVO;DEPORTIVO;8/09/2015 0:00;Estados Unidos;ARIZONA;;
;DEPORTIVO;DEPORTIVO;8/09/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;8/08/2015 0:00;Suiza;DISENTIS;;
;DEPORTIVO;DEPORTIVO;8/08/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;8/08/2015 0:00;Colombia;SIBATE;;
;DEPORTIVO;DEPORTIVO;8/08/2015 0:00;Colombia;TUNJA;;
;DEPORTIVO;DEPORTIVO;8/07/2015 0:00;Colombia;BOGOTA/CUNDINAM;;
;DEPORTIVO;DEPORTIVO;8/07/2015 0:00;Colombia;CALI;;
;;;8/07/2015 0:00;Colombia;CALI;;
;DEPORTIVO;DEPORTIVO;8/07/2015 0:00;Great Britain;Nottinggham;;
;DEPORTIVO;DEPORTIVO;8/07/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;8/07/2015 0:00;Oklahoma City;USA;;
;DEPORTIVO;DEPORTIVO;8/07/2015 0:00;Colombia;TURMEQUE;;
;DEPORTIVO;DEPORTIVO;8/07/2015 0:00;Colombia;BARRANCABERMEJA;;
;DEPORTIVO;DEPORTIVO;8/07/2015 0:00;Colombia;POR DEFINIR;;
;;;8/06/2015 0:00;EspaÃ±a;CASTELLO DE PLANA;;
;ACADEMICO;ACADEMICO;8/06/2015 0:00;Atl-Bol-Cor-Mag;BARRANQUILLA;;
;DEPORTIVO;DEPORTIVO;8/06/2015 0:00;Colombia;CALI;;
;DEPORTIVO;DEPORTIVO;8/06/2015 0:00;Suiza;SUIZA;;
;DEPORTIVO;DEPORTIVO;8/06/2015 0:00;Costa Rica;COSTA RICA;;
;DEPORTIVO;DEPORTIVO;8/06/2015 0:00;Colombia;RIONEGRO;;
;DEPORTIVO;DEPORTIVO;8/06/2015 0:00;Colombia;GUATAPE;;
;INTERNACIONAL;INTERNACIONAL;8/06/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;8/05/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;8/05/2015 0:00;Irlanda;DUBLIN;;
;DEPORTIVO;DEPORTIVO;8/05/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;8/05/2015 0:00;Bhi;SARAJEVO;;
;DEPORTIVO;DEPORTIVO;8/05/2015 0:00;Holanda;ERMELO;;
;DEPORTIVO;DEPORTIVO;8/05/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;8/05/2015 0:00;Brasil;SANTOS;;
;DEPORTIVO;DEPORTIVO;8/03/2015 0:00;Colombia;MANIZALEZ;;
;DEPORTIVO;DEPORTIVO;8/03/2015 0:00;Colombia;CALI;;
;DEPORTIVO;DEPORTIVO;8/02/2015 0:00;Colombia;VARIAS CIUDADES;;
;DEPORTIVO;DEPORTIVO;8/02/2015 0:00;Rusia;KAZAN;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Usa;MIAMI;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Mexico;GUADALAJARA;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Colombia;SANTA MARTA;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Suiza;VILLENEUVE;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Colombia;ROLDANILLO;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Colombia;PEREIRA;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Colombia;FLANDES;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Colombia;CALI;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Republica Dominicana;SANTO DOMINGO;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Colombia;POR DEFINIR;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;P.D;P.D;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Cuba;LA HABANA;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;;;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Francia;ANNECY;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Colombia;P.D;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Colombia;COLOMBIA;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Colombia;P.D;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Suiza;BRIENZA_AXALP;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Colombia;FLANDES;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Venezuela;P.D;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Venezuela;P.D;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Colombia;P.D;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Colombia;MEDELLIN;;
;BRIDGE;BRIDGE;8/01/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Colombia;BUCARAMANGA;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Colombia;FLANDES;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Sucre;SINCELEJO;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Colombia;P.D;;
;DEPORTIVO;DEPORTIVO;8/01/2015 0:00;Austria;KRIPPENSTEIN;;
;DEPORTIVO;DEPORTIVO;07/31/2015 12:00:00 AM;Canada;EDMONTON;;
;DEPORTIVO;DEPORTIVO;07/31/2015 12:00:00 AM;Colombia;MEDELLIN;;
;NACIONAL;NACIONAL;07/30/2015 12:00:00 AM;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;07/30/2015 12:00:00 AM;Colombia;RIONEGRO;;
;DEPORTIVO;DEPORTIVO;07/30/2015 12:00:00 AM;Usa;PINEHURST  CAROLINA DEL NORTE;;
;DEPORTIVO;DEPORTIVO;07/30/2015 12:00:00 AM;Colombia;BUCARAMANGA;;
;DEPORTIVO;DEPORTIVO;07/30/2015 12:00:00 AM;Bolivar;CARTAGENA;;
;DEPORTIVO;DEPORTIVO;07/30/2015 12:00:00 AM;Colombia;CALI;;
;DEPORTIVO;DEPORTIVO;07/29/2015 12:00:00 AM;Colombia;CALI;;
;DEPORTIVO;DEPORTIVO;07/28/2015 12:00:00 AM;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;07/28/2015 12:00:00 AM;Canada;SASKATCHEWAN;;
;DEPORTIVO;DEPORTIVO;07/27/2015 12:00:00 AM;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;07/26/2015 12:00:00 AM;Eeuu;FORT LAUDERDALE;;
;DEPORTIVO;DEPORTIVO;07/26/2015 12:00:00 AM;Dinamarca;COPENHAGEN;;
;;;07/26/2015 12:00:00 AM;Colombia;CALI;;
;DEPORTIVO;DEPORTIVO;07/25/2015 12:00:00 AM;Egipto;EGIPTO;;
;DEPORTIVO;DEPORTIVO;07/25/2015 12:00:00 AM;Rusia;KAZAN;;
;DEPORTIVO;DEPORTIVO;07/25/2015 12:00:00 AM;Rusia;KAZAN;;
;DEPORTIVO;DEPORTIVO;07/25/2015 12:00:00 AM;Por Definir;POR DEFINIR;;
;DEPORTIVO;DEPORTIVO;07/25/2015 12:00:00 AM;Colombia;CALI;;
;NACIONAL;NACIONAL;07/25/2015 12:00:00 AM;Colombia;PEREIRA - RISARALDA;;
;DEPORTIVO;DEPORTIVO;07/24/2015 12:00:00 AM;Colombia;BARRANCABERMEJA;;
;DEPORTIVO;DEPORTIVO;07/24/2015 12:00:00 AM;Polonia;ZIOLKOWSK Y PYTLASINSKI;;
;DEPORTIVO;DEPORTIVO;07/24/2015 12:00:00 AM;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;07/24/2015 12:00:00 AM;Colombia;CALI;;
;ADMINISTRATIVO;ADMINISTRATIVO;07/24/2015 12:00:00 AM;Dinamarca;COPENHAGEN;;
;DEPORTIVO;DEPORTIVO;07/24/2015 12:00:00 AM;Colombia;CALI;;
;ACADEMICO;ACADEMICO;07/24/2015 12:00:00 AM;Colombia;TURMEQUE;;
;DEPORTIVO;DEPORTIVO;07/23/2015 12:00:00 AM;Portugal;MONTEMOR;;
;DEPORTIVO;DEPORTIVO;07/22/2015 12:00:00 AM;Colombia;BUCARAMANGA;;
;;;07/22/2015 12:00:00 AM;Colombia;PASTO;;
;DEPORTIVO;DEPORTIVO;07/21/2015 12:00:00 AM;Canada;TORONTO;;
;INTERNACIONAL;INTERNACIONAL;07/20/2015 12:00:00 AM;Canada;TORONTO;;
;DEPORTIVO;DEPORTIVO;07/20/2015 12:00:00 AM;Colombia;BARRANQUILLA-COLOMBIA;;
;DEPORTIVO;DEPORTIVO;07/20/2015 12:00:00 AM;Colombia;BARRANQUILLA;;
;DEPORTIVO;DEPORTIVO;07/20/2015 12:00:00 AM;Canada;TORONTO;;
;DEPORTIVO;DEPORTIVO;07/20/2015 12:00:00 AM;Ecuador;GUAYAQUIL;;
;DEPORTIVO;DEPORTIVO;07/20/2015 12:00:00 AM;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;07/19/2015 12:00:00 AM;Croacia;CROACIA;;
;DEPORTIVO;DEPORTIVO;07/19/2015 12:00:00 AM;Suiza;FIESCH;;
;DEPORTIVO;DEPORTIVO;07/19/2015 12:00:00 AM;Por Definir;POR DEFINIR;;
;DEPORTIVO;DEPORTIVO;07/19/2015 12:00:00 AM;R. Dominicana;PUN TA CANA;;
;DEPORTIVO;DEPORTIVO;07/18/2015 12:00:00 AM;Colombia;VILLAVICENCIO;;
;DEPORTIVO;DEPORTIVO;07/18/2015 12:00:00 AM;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;07/18/2015 12:00:00 AM;Colombia;VALLE DEL CAUCA;;
;DEPORTIVO;DEPORTIVO;07/18/2015 12:00:00 AM;Colombia;RIONEGRO;;
;DEPORTIVO;DEPORTIVO;07/17/2015 12:00:00 AM;Colombia;CALIMA;;
;DEPORTIVO;DEPORTIVO;07/17/2015 12:00:00 AM;Mexico;PUEBLA;;
;DEPORTIVO;DEPORTIVO;07/17/2015 12:00:00 AM;Colombia;LIGA DE SQUASH DE ANTIOQUIA- RODEO;;
;DEPORTIVO;DEPORTIVO;07/17/2015 12:00:00 AM;Colombia;POPAYAN;;
;DEPORTIVO;DEPORTIVO;07/17/2015 12:00:00 AM;Colombia;MEDELLIN;;
;DEPORTIVO;DEPORTIVO;07/17/2015 12:00:00 AM;Colombia;CUNDINAMARCA;;
;DEPORTIVO;DEPORTIVO;07/17/2015 12:00:00 AM;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;07/17/2015 12:00:00 AM;Colombia;PALMIRA;;
;DEPORTIVO;DEPORTIVO;07/17/2015 12:00:00 AM;Colombia;MEDELLIN;;
;DEPORTIVO;DEPORTIVO;07/16/2015 12:00:00 AM;Canada;ONTARIO;;
;DEPORTIVO;DEPORTIVO;07/16/2015 12:00:00 AM;Colombia;IBAGUE - TOLIMA;;
;DEPORTIVO;DEPORTIVO;07/16/2015 12:00:00 AM;Usa;PALM BEACH GARDENS  FL;;
;DEPORTIVO;DEPORTIVO;07/16/2015 12:00:00 AM;Colombia;SANTAMARTA;;
;DEPORTIVO;DEPORTIVO;07/15/2015 12:00:00 AM;Colombia;CALI;;
;;;07/15/2015 12:00:00 AM;Colombia;MEDELLIN;;
;DEPORTIVO;DEPORTIVO;07/15/2015 12:00:00 AM;Colombia;CALI;;
;DEPORTIVO;DEPORTIVO;07/15/2015 12:00:00 AM;Colombia;RIO NEGRO;;
;DEPORTIVO;DEPORTIVO;07/15/2015 12:00:00 AM;Congo;Brazzaville;;
;DEPORTIVO;DEPORTIVO;07/15/2015 12:00:00 AM;Colombia;EJE CAFETERO;;
;;;07/15/2015 12:00:00 AM;China;YANTAI;;
;DEPORTIVO;DEPORTIVO;07/15/2015 12:00:00 AM;Guatemala;GUATEMALA;;
;DEPORTIVO;DEPORTIVO;07/14/2015 12:00:00 AM;Colombia;CARTAGENA;;
;DEPORTIVO;DEPORTIVO;07/14/2015 12:00:00 AM;Canada;TORONTO;;
;CONCENTRACION;CONCENTRACION;07/14/2015 12:00:00 AM;Colombia;Bogota;;
;INTERNACIONAL;INTERNACIONAL;07/13/2015 12:00:00 AM;Rusia;MOSCU;;
;DEPORTIVO;DEPORTIVO;07/13/2015 12:00:00 AM;Colombia;FECODAZ;;
;DEPORTIVO;DEPORTIVO;07/13/2015 12:00:00 AM;Colombia;BARRANQUILLA;;
;DEPORTIVO;DEPORTIVO;07/13/2015 12:00:00 AM;Usa;SAN DIEGO  CA;;
;DEPORTIVO;DEPORTIVO;07/13/2015 12:00:00 AM;Colombia;EJE CAFETERO;;
;DEPORTIVO;DEPORTIVO;07/13/2015 12:00:00 AM;Toronto;CANADA;;
;DEPORTIVO;DEPORTIVO;7/12/2015 0:00;Canada;TORONTO;;
;DEPORTIVO;DEPORTIVO;7/12/2015 0:00;Canada;TORONTO (CAN);;
;DEPORTIVO;DEPORTIVO;7/12/2015 0:00;Canada;TORONTO;;
;DEPORTIVO;DEPORTIVO;7/12/2015 0:00;Colombia;VIRTUAL/ FECODAZ;;
;DEPORTIVO;DEPORTIVO;7/12/2015 0:00;Brasil-Cuba;RIO - HABANA;;
;DEPORTIVO;DEPORTIVO;7/11/2015 0:00;Portugal;MONTALEGRE;;
;NACIONAL;NACIONAL;7/11/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;7/11/2015 0:00;Canada;TORONTO/CANADA;;
;DEPORTIVO;DEPORTIVO;7/11/2015 0:00;CanadÃ ;TORONTO  CANADA;;
;;;7/11/2015 0:00;Canada;TORONTO;;
;DEPORTIVO;DEPORTIVO;7/10/2015 0:00;Canada;TORONTO;;
;DEPORTIVO;DEPORTIVO;7/10/2015 0:00;Canada;TORONTO;;
;;;7/10/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;7/10/2015 0:00;Canada;TORONTO;;
;DEPORTIVO;DEPORTIVO;7/10/2015 0:00;Canada;TORONTO;;
;DEPORTIVO;DEPORTIVO;7/10/2015 0:00;Canada;TORONTO;;
;DEPORTIVO;DEPORTIVO;7/10/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;7/10/2015 0:00;Canada;TORONTO;;
;DEPORTIVO;DEPORTIVO;7/10/2015 0:00;Canada;Toronto;;
;DEPORTIVO;DEPORTIVO;7/10/2015 0:00;Sincelejo (Sucre);COLOMBIA;;
;DEPORTIVO;DEPORTIVO;7/10/2015 0:00;Canada;TORONTO;;
;DEPORTIVO;DEPORTIVO;7/10/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;7/09/2015 0:00;Colombia;BOGOTA;;
;DEPORTIVO;DEPORTIVO;7/09/2015 0:00;Canada;TORONTO;;
;DEPORTIVO;DEPORTIVO;7/09/2015 0:00;Canada;TORONTO;;
