NOMBRE;DEPORTE;TIPO;FECHA;PAIS;LUGAR;;
TENIS DE MESA;NACIONAL;NACIONAL;12/01/2016 0:00;COLOMBIA;YOPAL;;
VOLEIBOL;NACIONAL;NACIONAL;12/01/2016 0:00;COLOMBIA;PALMIRA;;
VOLEIBOL;NACIONAL;NACIONAL;12/01/2016 0:00;COLOMBIA;IBAGUE;;
VOLEIBOL;NACIONAL;NACIONAL;12/01/2016 0:00;COLOMBIA;POR DEFINIR;;
ECUESTRE;NACIONAL;NACIONAL;11/30/2016 12:00:00 AM;COLOMBIA;BOGOTA;;
ECUESTRE;NACIONAL;NACIONAL;11/24/2016 12:00:00 AM;COLOMBIA;BOJACA CUND;;
FUTBOL DE SALON;CALENDARIO NACIONAL;CALENDARIO NACIONAL;11/22/2016 12:00:00 AM;COLOMBIA;POR DEFINIR;;
BRIDGE;NACIONAL;NACIONAL;11/20/2016 12:00:00 AM;COLOMBIA;BOGOTA;;
ECUESTRE;NACIONAL;NACIONAL;11/19/2016 12:00:00 AM;COLOMBIA;LA CALERA CUND;;
AJEDREZ;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;11/18/2016 12:00:00 AM;REPUBLICA CHECA;MARIANSKE LAZNE;;
BOXEO;OTRO INTERNACIONAL;OTRO INTERNACIONAL;11/17/2016 12:00:00 AM;GUATEMALA;SACATEPÃ‰QUEZ;;
ECUESTRE;NACIONAL;NACIONAL;11/17/2016 12:00:00 AM;COLOMBIA;BOGOTA CAR;;
AJEDREZ;NACIONAL;NACIONAL;11/15/2016 12:00:00 AM;COLOMBIA;CALDAS;;
BOXEO;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;11/14/2016 12:00:00 AM;RUSIA;SAN PETERSBURGO;;
ESGRIMA;CALENDARIO NACIONAL;CALENDARIO NACIONAL;11/12/2016 0:00;COLOMBIA;IBAGUE;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;11/11/2016 0:00;COLOMBIA;IBAGUE;;
ARQUERIA;NACIONAL;NACIONAL;11/11/2016 0:00;COLOMBIA;PEREIRA;;
BRIDGE;NACIONAL;NACIONAL;11/11/2016 0:00;COLOMBIA;PEREIRA;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;11/05/2016 0:00;COLOMBIA;MEDELLÃN;;
KARTS;CALENDARIO NACIONAL;CALENDARIO NACIONAL;11/05/2016 0:00;BOGOTA;;;
ACTIVIDADES SUBACUATICAS;INTERNACIONAL;INTERNACIONAL;11/04/2016 0:00;POLONIA;OPOLO;;
ECUESTRE;OTRO INTERNACIONAL;OTRO INTERNACIONAL;11/04/2016 0:00;COLOMBIA;CALI CCC;;
ECUESTRE;NACIONAL;NACIONAL;11/04/2016 0:00;COLOMBIA;CALI CCC;;
ECUESTRE;NACIONAL;NACIONAL;11/04/2016 0:00;COLOMBIA;CAJICA LA HA;;
ESQUI;;;11/04/2016 0:00;COLOMBIA;BOGOTÃ;;
BEISBOL;NACIONAL;NACIONAL;11/02/2016 0:00;COLOMBIA;SINCELEJO;;
AJEDREZ;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;LA DORADA;;
AJEDREZ;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;11/01/2016 0:00;;;;
AJEDREZ;CAMPEONATO PANAMERICANO;CAMPEONATO PANAMERICANO;11/01/2016 0:00;ARGENTINA;;;
AJEDREZ;CAMPEONATO CENTROAMERICANO;CAMPEONATO CENTROAMERICANO;11/01/2016 0:00;EL SALVADOR;EL SALVADOR;;
AJEDREZ;CAMPEONATO CENTROAMERICANO;CAMPEONATO CENTROAMERICANO;11/01/2016 0:00;VENEZUELA;;;
AUTOMOVILISMO;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;LAGUNA SECA - CHIA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;CAVASA - CALI;;
AUTOMOVILISMO;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;CAVASA - CALI;;
AUTOMOVILISMO;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
BALONCESTO;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;BOYACA;;
GIMNASIA;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;11/01/2016 0:00;BOLIVIA;COCHABAMBA;;
GIMNASIA;CAMPEONATO PANAMERICANO;CAMPEONATO PANAMERICANO;11/01/2016 0:00;EL SAVADOR;POR DEFINIR;;
GIMNASIA;CAMPEONATO PANAMERICANO;CAMPEONATO PANAMERICANO;11/01/2016 0:00;PERU;POR DEFINIR;;
GIMNASIA;COPA MUNDO;COPA MUNDO;11/01/2016 0:00;COLOMBIA;CALI;;
GOLF;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;CUCUTA;;
GOLF;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;BOGOTA;;
GOLF;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;CALI;;
GOLF;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;BOGOTÃ;;
GOLF;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;MONTERIA;;
GOLF;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;CARTAGENA;;
GOLF;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;B/QUILLA;;
GOLF;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;PEREIRA;;
HAPKIDO;OPEN INTERNACIONAL;OPEN INTERNACIONAL;11/01/2016 0:00;CROACIA;ZAGREB;;
JIUJITSU;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;11/01/2016 0:00;WARLOK;POLONIA;;
JUDO;CAMPEONATO PANAMERICANO;CAMPEONATO PANAMERICANO;11/01/2016 0:00;EL SALVADOR;;;
JUDO;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;11/01/2016 0:00;PERU;LIMA;;
KARATE;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;SANTA MARTA;;
KARATE;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;;;
KARATE;GRAN PRIX INTERNACIONAL;GRAN PRIX INTERNACIONAL;11/01/2016 0:00;CHINA;;;
KARATE;GRAN PRIX INTERNACIONAL;GRAN PRIX INTERNACIONAL;11/01/2016 0:00;KOREA;;;
KARTS;CALENDARIO INTERNACIONAL;CALENDARIO INTERNACIONAL;11/01/2016 0:00;ESTADOS UNIDOS;LAS VEGAS;;
LUCHA;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;11/01/2016 0:00;SIN DEFINIR;SIN DEFINIR;;
LUCHA;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;BOGOTA;;
MOTOCICLISMO;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;CHACHAGUI;;
MOTOCICLISMO;INTERNACIONAL;INTERNACIONAL;11/01/2016 0:00;MEXICO;NAVOJOA;;
MOTOCICLISMO;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;AMAGA;;
MOTOCICLISMO;INTERNACIONAL;INTERNACIONAL;11/01/2016 0:00;MEXICO;TBA;;
MOTOCICLISMO;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;BUGA;;
MOTONAUTICA;MUNDIAL;MUNDIAL;11/01/2016 0:00;COLOMBIA;BARRANQUILLA - CARTAGENA;;
NATACION;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;COPACABANA;;
NATACION;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;MEDELLÃN;;
AJEDREZ;NACIONAL;NACIONAL;2/01/2016 0:00;;;;
NATACION;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;IBAGUÃ‰;;
NATACION;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;CALI;;
NATACION;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;CALI;;
NATACION;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;MEDELLÃN;;
NATACION;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;IBAGUÃ‰;;
NATACION;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;11/01/2016 0:00;RUSIA;KAZÃN;;
PATINAJE;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;CUNDINAMARCA;;
PATINAJE;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;BUCARAMANGA;;
PATINAJE;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;POR DEFINIR;;
RUGBY;OTRO INTERNACIONAL;OTRO INTERNACIONAL;11/01/2016 0:00;COLOMBIA;MEDELLIN;;
RUGBY;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;A DEFINIR;;
SAMBO;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;CALI;;
SAMBO;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;CALI;;
SAMBO;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;11/01/2016 0:00;BULGARIA;SOFIA;;
SQUASH;INTERNACIONAL;INTERNACIONAL;11/01/2016 0:00;COLOMBIA;BUCARMANGA. SANTANDER;;
SQUASH;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;LIGA DE SQUASH DE BOGOTÃ€- NOGAL;;
TEJO;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;MEDELLIN;;
TENIS;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;BUCARAMANGA;;
TENIS;OTRO INTERNACIONAL;OTRO INTERNACIONAL;11/01/2016 0:00;COLOMBIA;BOGOTA;;
TENIS;OTRO INTERNACIONAL;OTRO INTERNACIONAL;11/01/2016 0:00;COLOMBIA;CUCUTA;;
TENIS;OTRO INTERNACIONAL;OTRO INTERNACIONAL;11/01/2016 0:00;COLOMBIA;BUCARAMANGA;;
TENIS;OTRO INTERNACIONAL;OTRO INTERNACIONAL;11/01/2016 0:00;COLOMBIA;BOGOTA;;
TIRO;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;NILO;;
TIRO;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;NILO;;
TIRO;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;P/D;;
TIRO;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;PAIPA;;
VELA;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;SANTANDER;;
VELA;OPEN INTERNACIONAL;OPEN INTERNACIONAL;11/01/2016 0:00;EEUU;ANAPOLIS, MAYLAND;;
VOLEIBOL;NACIONAL;NACIONAL;11/01/2016 0:00;COLOMBIA;POR DEFINIR;;
WUSHU;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;11/01/2016 0:00;CHINA;XIâ€™AN;;
AJEDREZ;NACIONAL;NACIONAL;10/26/2016 12:00:00 AM;COLOMBIA;BOLIVAR;;
BOWLING;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;10/23/2016 12:00:00 AM;COLOMBIA;CALI;;
BRIDGE;NACIONAL;NACIONAL;10/22/2016 12:00:00 AM;COLOMBIA;BOGOTA;;
KARTS;CALENDARIO INTERNACIONAL;CALENDARIO INTERNACIONAL;10/22/2016 12:00:00 AM;LONATO - ITALIA;LONATO;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;10/21/2016 12:00:00 AM;COLOMBIA;NEIVA;;
ECUESTRE;NACIONAL;NACIONAL;10/21/2016 12:00:00 AM;COLOMBIA;BOGOTA CAR;;
ESGRIMA;CALENDARIO NACIONAL;CALENDARIO NACIONAL;10/21/2016 12:00:00 AM;COLOMBIA;POR ASIGNAR;;
BOXEO;OTRO INTERNACIONAL;OTRO INTERNACIONAL;10/20/2016 12:00:00 AM;VENEZUELA;CUMANA;;
AJEDREZ;NACIONAL;NACIONAL;2/01/2016 0:00;;;;
ECUESTRE;NACIONAL;NACIONAL;10/20/2016 12:00:00 AM;COLOMBIA;BOGOTA GUAY;;
ECUESTRE;NACIONAL;NACIONAL;10/18/2016 12:00:00 AM;COLOMBIA;BOGOTA;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;10/15/2016 12:00:00 AM;COLOMBIA;MEDELLÃN;;
KARTS;CALENDARIO INTERNACIONAL;CALENDARIO INTERNACIONAL;10/15/2016 12:00:00 AM;ITALIA;ITALIA;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;10/14/2016 12:00:00 AM;COLOMBIA;MEDELLÃN;;
BRIDGE;NACIONAL;NACIONAL;10/14/2016 12:00:00 AM;COLOMBIA;MEDELLIN;;
ESQUI;;;10/14/2016 12:00:00 AM;COLOMBIA;MEDELLIN;;
AJEDREZ;NACIONAL;NACIONAL;10/13/2016 12:00:00 AM;COLOMBIA;BOGOTÃ;;
FUTBOL DE SALON;CALENDARIO NACIONAL;CALENDARIO NACIONAL;10/11/2016 0:00;COLOMBIA;POR DEFINIR;;
ACTIVIDADES SUBACUATICAS;INTERNACIONAL;INTERNACIONAL;10/09/2016 0:00;HUNGRIA;KECSKEMET;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;10/08/2016 0:00;COLOMBIA;BOGOTÃ;;
ECUESTRE;NACIONAL;NACIONAL;10/08/2016 0:00;COLOMBIA;SUBACHOQUE CUND;;
ESGRIMA;CALENDARIO NACIONAL;CALENDARIO NACIONAL;10/08/2016 0:00;COLOMBIA;IBAGUE;;
ESQUI;;;10/08/2016 0:00;COLOMBIA;MEDELLIN;;
KARTS;CALENDARIO INTERNACIONAL;CALENDARIO INTERNACIONAL;10/08/2016 0:00;ITALIA;ITALIA;;
ECUESTRE;OTRO INTERNACIONAL;OTRO INTERNACIONAL;10/07/2016 0:00;COLOMBIA;BOGOTA EEEE;;
ECUESTRE;NACIONAL;NACIONAL;10/07/2016 0:00;COLOMBIA;BOGOTA;;
AJEDREZ;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;10/06/2016 0:00;CHILE;SANTIAGO;;
BOXEO;OTRO INTERNACIONAL;OTRO INTERNACIONAL;10/06/2016 0:00;REP DOMINICANA;LA ROMANA;;
ACTIVIDADES SUBACUATICAS;INTERNACIONAL;INTERNACIONAL;10/05/2016 0:00;ESPAÃ‘A;LA HERRADURA;;
BOXEO;CAMPEONATO CENTROAMERICANO;CAMPEONATO CENTROAMERICANO;10/05/2016 0:00;PANAMA;CIUDAD DE PANAMA;;
BOXEO;OTRO INTERNACIONAL;OTRO INTERNACIONAL;10/04/2016 0:00;ECUADOR;GUAYAQUIL;;
AJEDREZ;CAMPEONATO PANAMERICANO;CAMPEONATO PANAMERICANO;10/02/2016 0:00;COLOMBIA;CARTAGENA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;LAGUNA SECA - CHIA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
BALONCESTO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;VALLE;;
BALONCESTO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;ARAUCA;;
BALONCESTO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;8 CIUDADES;;
BALONCESTO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;FLORENCIA;;
ESGRIMA;CALENDARIO INTERNACIONAL;CALENDARIO INTERNACIONAL;10/01/2016 0:00;EUROPA;FRANCIA/ITALIA/ESPAÃ‘A/ALEMANIA;;
ESGRIMA;CALENDARIO INTERNACIONAL;CALENDARIO INTERNACIONAL;10/01/2016 0:00;EUROPA / AMERICA;FRANCIA/ARGENTINA /BRASIL/CUBA/ESPAÃ‘A/ HUNGRIA/ITALIA/POLONIA;;
GIMNASIA;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;10/01/2016 0:00;COLOMBIA;POR DEFINIR;;
GIMNASIA;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;10/01/2016 0:00;PERU;LIMA;;
GIMNASIA;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;10/01/2016 0:00;PERU;LIMA;;
GIMNASIA;OTRO INTERNACIONAL;OTRO INTERNACIONAL;10/01/2016 0:00;JAPON;TOKIO;;
GOLF;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;POPAYAN;;
GOLF;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;BOGOTA;;
GOLF;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;VILLETA;;
GOLF;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;BOGOTÃ;;
GOLF;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;BARRANQUILLA;;
GOLF;OTRO INTERNACIONAL;OTRO INTERNACIONAL;10/01/2016 0:00;COLOMBIA;EE.UU.;;
HAPKIDO;CAMPEONATO PANAMERICANO;CAMPEONATO PANAMERICANO;10/01/2016 0:00;ARGENTINA;ROSARIO;;
HAPKIDO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;BOGOTÃ D.C.;;
JIUJITSU;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;BOGOTÃ;;
JIUJITSU;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;10/01/2016 0:00;COLOMBIA;BOGOTÃ;;
JUDO;CAMPEONATO BOLIVARIANO;CAMPEONATO BOLIVARIANO;10/01/2016 0:00;POR DEFINIR;;;
JUDO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;BARRANQUILLA;;
JUDO;CAMPEONATO PANAMERICANO;CAMPEONATO PANAMERICANO;10/01/2016 0:00;POR DEFINIR;;;
JUDO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;;;
JUDO;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;10/01/2016 0:00;POR DEFINIR;;;
KARATE;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;10/01/2016 0:00;AUSTRIA;LING;;
KARATE;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;PENDIENTE;;
KARTS;CALENDARIO INTERNACIONAL;CALENDARIO INTERNACIONAL;10/01/2016 0:00;ITALIA;;;
MOTOCICLISMO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;YOPAL;;
LUCHA;OTRO INTERNACIONAL;OTRO INTERNACIONAL;10/01/2016 0:00;COLOMBIA;MEDELLIN-ANTIOQUIA;;
LUCHA;CAMPEONATO PANAMERICANO;CAMPEONATO PANAMERICANO;10/01/2016 0:00;COLOMBIA;MEDELLIN-ANTIOQUIA;;
LUCHA;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;10/01/2016 0:00;TURQUIA;CORUM;;
MOTOCICLISMO;INTERNACIONAL;INTERNACIONAL;10/01/2016 0:00;REPUBLICA DOMINICANA;REPUBLICA DOMINICANA;;
MOTOCICLISMO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;CUNDINAMARCA;;
MOTOCICLISMO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;TOCANCIPA;;
MOTOCICLISMO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;POPAYAN;;
MOTOCICLISMO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;TBA;;
MOTONAUTICA;MUNDIAL;MUNDIAL;10/01/2016 0:00;ESTADOS UNIDOS;HAVASU;;
MOTONAUTICA;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;PRADO - TOLIMA;;
MOTONAUTICA;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;PUERTO TRIUNFO  A CARTAGENA;;
NATACION;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;CARTAGENA;;
NATACION;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;CALI;;
PATINAJE;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;OTRO INTERNACIONAL;OTRO INTERNACIONAL;10/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;CALI;;
SAMBO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;CALI;;
SAMBO;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;10/01/2016 0:00;ROMANIA;;;
SQUASH;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;LIGA DE  SQUASH DE CUNDINAMARCA;;
TAEKWONDO;OTRO INTERNACIONAL;OTRO INTERNACIONAL;10/01/2016 0:00;COLOMBIA;BOGOTA;;
TEJO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;POR DEFINIR;;
TEJO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;TURMEQUE;;
TENIS;OTRO INTERNACIONAL;OTRO INTERNACIONAL;10/01/2016 0:00;COLOMBIA;MEDELLIN;;
TENIS;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;CARTAGENA;;
TENIS;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;;;
TENIS;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;NEIVA;;
TENIS;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;YOPAL;;
TIRO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;PEREIRA;;
TIRO;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;BOGOTÃ;;
TIRO;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;10/01/2016 0:00;BRASIL;RIO;;
VELA;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;CALIMA;;
VELA;OPEN INTERNACIONAL;OPEN INTERNACIONAL;10/01/2016 0:00;EEUU;ANAPOLIS, MAYLAND;;
VELA;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;10/01/2016 0:00;COLOMBIA;CARTAGENA;;
VELA;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;ANTIOQUIA;;
VOLEIBOL;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;PALMIRA;;
VOLEIBOL;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;VALLEDUPAR;;
VOLEIBOL;INTERNACIONAL;INTERNACIONAL;10/01/2016 0:00;COLOMBIA;POR DEFINIR;;
VOLEIBOL;NACIONAL;NACIONAL;10/01/2016 0:00;COLOMBIA;POR DEFINIR;;
VOLEIBOL;INTERNACIONAL;INTERNACIONAL;10/01/2016 0:00;ARGENTINA;BUENOS AIRES;;
WUSHU;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;10/01/2016 0:00;POLONIA;VARSOVIA;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;09/30/2016 12:00:00 AM;COLOMBIA;VILLAVICENCIO;;
ECUESTRE;OTRO INTERNACIONAL;OTRO INTERNACIONAL;09/30/2016 12:00:00 AM;COLOMBIA;BOGOTA EEEE;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;09/24/2016 12:00:00 AM;COLOMBIA;SANTA MARTA;;
BEISBOL;CAMPEONATO PANAMERICANO;CAMPEONATO PANAMERICANO;09/24/2016 12:00:00 AM;NICARAGUA;MANAGUA;;
ESGRIMA;CALENDARIO NACIONAL;CALENDARIO NACIONAL;09/24/2016 12:00:00 AM;COLOMBIA;BUGA;;
AJEDREZ;NACIONAL;NACIONAL;09/23/2016 12:00:00 AM;COLOMBIA;VILLAVICENCIO;;
ECUESTRE;NACIONAL;NACIONAL;09/23/2016 12:00:00 AM;COLOMBIA;DUITAMA BONZA;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;09/21/2016 12:00:00 AM;COLOMBIA;POR DEFINIR;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;09/20/2016 12:00:00 AM;COLOMBIA;SAN ANDRES ISLAS;;
ECUESTRE;NACIONAL;NACIONAL;09/20/2016 12:00:00 AM;COLOMBIA;BOGOTA;;
BRIDGE;NACIONAL;NACIONAL;09/18/2016 12:00:00 AM;COLOMBIA;BOGOTA;;
AJEDREZ;EVENTO DEL CICLO OLÃMPICO;EVENTO DEL CICLO OLÃMPICO;09/17/2016 12:00:00 AM;AZERBAYJAN;BAKU;;
BAILE DEPORTIVO;SALSA SHOWDANCE;SALSA SHOWDANCE;09/17/2016 12:00:00 AM;CALI;CALI;;
